,query,dataset,runtime,variant,configuration
551,query13.sql,tpcds,1193321,vanilla,unmod_spark
552,query4.sql,tpcds,2559007,vanilla,unmod_spark
553,query3.sql,tpcds,366458,vanilla,unmod_spark
554,query8.sql,tpcds,423528,vanilla,unmod_spark
555,query2.sql,tpcds,437920,vanilla,unmod_spark
556,query15.sql,tpcds,183235,vanilla,unmod_spark
557,query1.sql,tpcds,72938,vanilla,unmod_spark
558,query36.sql,tpcds,742502,vanilla,unmod_spark
559,query49.sql,tpcds,1739872,vanilla,unmod_spark
560,query52.sql,tpcds,527532,vanilla,unmod_spark
561,query31.sql,tpcds,1149780,vanilla,unmod_spark
562,query35.sql,tpcds,508626,vanilla,unmod_spark
563,query37.sql,tpcds,172902,vanilla,unmod_spark
564,query29.sql,tpcds,1142192,vanilla,unmod_spark
565,query50.sql,tpcds,986755,vanilla,unmod_spark
566,query33.sql,tpcds,1348934,vanilla,unmod_spark
567,query42.sql,tpcds,510144,vanilla,unmod_spark
568,query32.sql,tpcds,449394,vanilla,unmod_spark
569,query43.sql,tpcds,344738,vanilla,unmod_spark
570,query34.sql,tpcds,276129,vanilla,unmod_spark
571,query27.sql,tpcds,925535,vanilla,unmod_spark
572,query38.sql,tpcds,520852,vanilla,unmod_spark
573,query48.sql,tpcds,844920,vanilla,unmod_spark
574,query40.sql,tpcds,625809,vanilla,unmod_spark
575,query44.sql,tpcds,1972119,vanilla,unmod_spark
576,query46.sql,tpcds,710864,vanilla,unmod_spark
577,query64.sql,tpcds,2645128,vanilla,unmod_spark
578,query58.sql,tpcds,921640,vanilla,unmod_spark
579,query71.sql,tpcds,964934,vanilla,unmod_spark
580,query65.sql,tpcds,1135920,vanilla,unmod_spark
581,query54.sql,tpcds,582840,vanilla,unmod_spark
582,query76.sql,tpcds,915900,vanilla,unmod_spark
583,query72.sql,tpcds,311069,vanilla,unmod_spark
584,query73.sql,tpcds,256023,vanilla,unmod_spark
585,query66.sql,tpcds,777565,vanilla,unmod_spark
586,query59.sql,tpcds,631639,vanilla,unmod_spark
587,query69.sql,tpcds,287557,vanilla,unmod_spark
588,query77.sql,tpcds,1462605,vanilla,unmod_spark
589,query63.sql,tpcds,562205,vanilla,unmod_spark
590,query68.sql,tpcds,1038581,vanilla,unmod_spark
591,query55.sql,tpcds,526634,vanilla,unmod_spark
592,query56.sql,tpcds,1156418,vanilla,unmod_spark
593,query60.sql,tpcds,1286504,vanilla,unmod_spark
594,query75.sql,tpcds,2522251,vanilla,unmod_spark
595,query57.sql,tpcds,719349,vanilla,unmod_spark
596,query78.sql,tpcds,1986429,vanilla,unmod_spark
597,query62.sql,tpcds,53058,vanilla,unmod_spark
598,query74.sql,tpcds,1690116,vanilla,unmod_spark
599,query53.sql,tpcds,538959,vanilla,unmod_spark
600,query85.sql,tpcds,273602,vanilla,unmod_spark
601,query83.sql,tpcds,59581,vanilla,unmod_spark
602,query92.sql,tpcds,97453,vanilla,unmod_spark
603,query104.sql,tpcds,517229,vanilla,unmod_spark
604,query87.sql,tpcds,521010,vanilla,unmod_spark
605,query82.sql,tpcds,275754,vanilla,unmod_spark
606,query98.sql,tpcds,390963,vanilla,unmod_spark
607,query94.sql,tpcds,291016,vanilla,unmod_spark
608,query101.sql,tpcds,540324,vanilla,unmod_spark
609,query99.sql,tpcds,137512,vanilla,unmod_spark
610,query86.sql,tpcds,180024,vanilla,unmod_spark
611,query102.sql,tpcds,540232,vanilla,unmod_spark
612,query103.sql,tpcds,459441,vanilla,unmod_spark
613,query81.sql,tpcds,64175,vanilla,unmod_spark
614,query91.sql,tpcds,15238,vanilla,unmod_spark
615,query96.sql,tpcds,193833,vanilla,unmod_spark
616,query84.sql,tpcds,35350,vanilla,unmod_spark
617,query89.sql,tpcds,553242,vanilla,unmod_spark
618,query97.sql,tpcds,566701,vanilla,unmod_spark
619,query80.sql,tpcds,1982734,vanilla,unmod_spark
620,query79.sql,tpcds,817402,vanilla,unmod_spark
621,query131.sql,tpcds,51958,vanilla,unmod_spark
622,query112.sql,tpcds,177884,vanilla,unmod_spark
623,query121.sql,tpcds,53745,vanilla,unmod_spark
624,query115.sql,tpcds,148371,vanilla,unmod_spark
625,query108.sql,tpcds,130952,vanilla,unmod_spark
626,query125.sql,tpcds,17523,vanilla,unmod_spark
627,query116.sql,tpcds,225235,vanilla,unmod_spark
628,query130.sql,tpcds,46940,vanilla,unmod_spark
629,query114.sql,tpcds,150731,vanilla,unmod_spark
630,query129.sql,tpcds,43969,vanilla,unmod_spark
631,query109.sql,tpcds,132235,vanilla,unmod_spark
632,query126.sql,tpcds,16016,vanilla,unmod_spark
633,query118.sql,tpcds,191296,vanilla,unmod_spark
634,query117.sql,tpcds,187326,vanilla,unmod_spark
635,query120.sql,tpcds,51587,vanilla,unmod_spark
636,query122.sql,tpcds,19072,vanilla,unmod_spark
637,query123.sql,tpcds,4389,vanilla,unmod_spark
638,query128.sql,tpcds,45614,vanilla,unmod_spark
639,query107.sql,tpcds,531913,vanilla,unmod_spark
640,query124.sql,tpcds,14948,vanilla,unmod_spark
641,query113.sql,tpcds,152397,vanilla,unmod_spark
642,query111.sql,tpcds,132154,vanilla,unmod_spark
643,query106.sql,tpcds,537808,vanilla,unmod_spark
644,query110.sql,tpcds,115952,vanilla,unmod_spark
645,query127.sql,tpcds,16341,vanilla,unmod_spark
646,query105.sql,tpcds,493901,vanilla,unmod_spark
647,query119.sql,tpcds,243838,vanilla,unmod_spark
648,query17.sql,tpcds,1132825,vanilla,unmod_spark
649,query20.sql,tpcds,213786,vanilla,unmod_spark
650,query22.sql,tpcds,43997,vanilla,unmod_spark
651,query11.sql,tpcds,1666652,vanilla,unmod_spark
652,query5.sql,tpcds,1713359,vanilla,unmod_spark
653,query6.sql,tpcds,308809,vanilla,unmod_spark
654,query18.sql,tpcds,695562,vanilla,unmod_spark
655,query7.sql,tpcds,1022388,vanilla,unmod_spark
656,query21.sql,tpcds,43877,vanilla,unmod_spark
657,query10.sql,tpcds,462826,vanilla,unmod_spark
658,query9.sql,tpcds,4104552,vanilla,unmod_spark
659,query16.sql,tpcds,657403,vanilla,unmod_spark
660,query26.sql,tpcds,458816,vanilla,unmod_spark
661,query25.sql,tpcds,1142215,vanilla,unmod_spark
662,query12.sql,tpcds,131166,vanilla,unmod_spark
663,query19.sql,tpcds,575467,vanilla,unmod_spark
664,query13.sql,tpcds,1201811,vanilla,unmod_spark
665,query4.sql,tpcds,2579443,vanilla,unmod_spark
666,query3.sql,tpcds,366700,vanilla,unmod_spark
667,query8.sql,tpcds,446425,vanilla,unmod_spark
668,query2.sql,tpcds,436664,vanilla,unmod_spark
669,query15.sql,tpcds,183467,vanilla,unmod_spark
670,query1.sql,tpcds,102015,vanilla,unmod_spark
671,query36.sql,tpcds,714808,vanilla,unmod_spark
672,query49.sql,tpcds,1747456,vanilla,unmod_spark
673,query52.sql,tpcds,496841,vanilla,unmod_spark
674,query31.sql,tpcds,1166770,vanilla,unmod_spark
675,query35.sql,tpcds,289353,vanilla,unmod_spark
676,query37.sql,tpcds,168201,vanilla,unmod_spark
677,query29.sql,tpcds,964942,vanilla,unmod_spark
678,query50.sql,tpcds,1027589,vanilla,unmod_spark
679,query33.sql,tpcds,1386499,vanilla,unmod_spark
680,query42.sql,tpcds,492033,vanilla,unmod_spark
681,query32.sql,tpcds,452583,vanilla,unmod_spark
682,query43.sql,tpcds,339617,vanilla,unmod_spark
683,query34.sql,tpcds,267260,vanilla,unmod_spark
684,query27.sql,tpcds,967238,vanilla,unmod_spark
685,query38.sql,tpcds,347300,vanilla,unmod_spark
686,query48.sql,tpcds,851509,vanilla,unmod_spark
687,query44.sql,tpcds,2021578,vanilla,unmod_spark
688,query46.sql,tpcds,741108,vanilla,unmod_spark
689,query64.sql,tpcds,2587370,vanilla,unmod_spark
690,query58.sql,tpcds,930849,vanilla,unmod_spark
691,query71.sql,tpcds,883718,vanilla,unmod_spark
692,query65.sql,tpcds,1112638,vanilla,unmod_spark
693,query54.sql,tpcds,591187,vanilla,unmod_spark
694,query76.sql,tpcds,912941,vanilla,unmod_spark
695,query72.sql,tpcds,316257,vanilla,unmod_spark
696,query73.sql,tpcds,268325,vanilla,unmod_spark
697,query66.sql,tpcds,771401,vanilla,unmod_spark
698,query59.sql,tpcds,647094,vanilla,unmod_spark
699,query69.sql,tpcds,486709,vanilla,unmod_spark
700,query77.sql,tpcds,1518202,vanilla,unmod_spark
701,query63.sql,tpcds,552103,vanilla,unmod_spark
702,query68.sql,tpcds,1029288,vanilla,unmod_spark
703,query55.sql,tpcds,516194,vanilla,unmod_spark
704,query56.sql,tpcds,1209895,vanilla,unmod_spark
705,query60.sql,tpcds,1150870,vanilla,unmod_spark
706,query75.sql,tpcds,2398766,vanilla,unmod_spark
707,query57.sql,tpcds,687855,vanilla,unmod_spark
708,query78.sql,tpcds,1953945,vanilla,unmod_spark
709,query62.sql,tpcds,53470,vanilla,unmod_spark
710,query74.sql,tpcds,1409728,vanilla,unmod_spark
711,query53.sql,tpcds,561821,vanilla,unmod_spark
712,query85.sql,tpcds,274274,vanilla,unmod_spark
713,query83.sql,tpcds,60014,vanilla,unmod_spark
714,query92.sql,tpcds,117274,vanilla,unmod_spark
715,query104.sql,tpcds,546850,vanilla,unmod_spark
716,query93.sql,tpcds,1614741,vanilla,unmod_spark
717,query87.sql,tpcds,546977,vanilla,unmod_spark
718,query82.sql,tpcds,281550,vanilla,unmod_spark
719,query98.sql,tpcds,531513,vanilla,unmod_spark
720,query94.sql,tpcds,290856,vanilla,unmod_spark
721,query101.sql,tpcds,540942,vanilla,unmod_spark
722,query99.sql,tpcds,128474,vanilla,unmod_spark
723,query86.sql,tpcds,176906,vanilla,unmod_spark
724,query102.sql,tpcds,523746,vanilla,unmod_spark
725,query103.sql,tpcds,475137,vanilla,unmod_spark
726,query81.sql,tpcds,63685,vanilla,unmod_spark
727,query91.sql,tpcds,14958,vanilla,unmod_spark
728,query96.sql,tpcds,193725,vanilla,unmod_spark
729,query84.sql,tpcds,34619,vanilla,unmod_spark
730,query89.sql,tpcds,552547,vanilla,unmod_spark
731,query97.sql,tpcds,524847,vanilla,unmod_spark
732,query80.sql,tpcds,1971310,vanilla,unmod_spark
733,query79.sql,tpcds,809618,vanilla,unmod_spark
734,query131.sql,tpcds,54617,vanilla,unmod_spark
735,query112.sql,tpcds,175956,vanilla,unmod_spark
736,query121.sql,tpcds,54883,vanilla,unmod_spark
737,query115.sql,tpcds,172296,vanilla,unmod_spark
738,query108.sql,tpcds,132150,vanilla,unmod_spark
739,query125.sql,tpcds,17688,vanilla,unmod_spark
740,query116.sql,tpcds,246433,vanilla,unmod_spark
741,query130.sql,tpcds,47669,vanilla,unmod_spark
742,query114.sql,tpcds,149012,vanilla,unmod_spark
743,query129.sql,tpcds,22984,vanilla,unmod_spark
744,query109.sql,tpcds,133442,vanilla,unmod_spark
745,query126.sql,tpcds,15739,vanilla,unmod_spark
746,query118.sql,tpcds,224992,vanilla,unmod_spark
747,query117.sql,tpcds,164896,vanilla,unmod_spark
748,query120.sql,tpcds,51954,vanilla,unmod_spark
749,query122.sql,tpcds,4512,vanilla,unmod_spark
750,query123.sql,tpcds,5558,vanilla,unmod_spark
751,query128.sql,tpcds,45619,vanilla,unmod_spark
752,query107.sql,tpcds,533207,vanilla,unmod_spark
753,query124.sql,tpcds,15320,vanilla,unmod_spark
754,query113.sql,tpcds,144913,vanilla,unmod_spark
755,query111.sql,tpcds,133007,vanilla,unmod_spark
756,query106.sql,tpcds,535275,vanilla,unmod_spark
757,query110.sql,tpcds,109912,vanilla,unmod_spark
758,query127.sql,tpcds,18362,vanilla,unmod_spark
759,query105.sql,tpcds,486805,vanilla,unmod_spark
760,query119.sql,tpcds,305105,vanilla,unmod_spark
761,query17.sql,tpcds,1150513,vanilla,unmod_spark
762,query20.sql,tpcds,219223,vanilla,unmod_spark
763,query22.sql,tpcds,43252,vanilla,unmod_spark
764,query11.sql,tpcds,1730993,vanilla,unmod_spark
765,query5.sql,tpcds,1665986,vanilla,unmod_spark
766,query6.sql,tpcds,343843,vanilla,unmod_spark
767,query18.sql,tpcds,687578,vanilla,unmod_spark
768,query7.sql,tpcds,1043342,vanilla,unmod_spark
769,query21.sql,tpcds,43421,vanilla,unmod_spark
770,query10.sql,tpcds,501162,vanilla,unmod_spark
771,query9.sql,tpcds,4189693,vanilla,unmod_spark
772,query16.sql,tpcds,664150,vanilla,unmod_spark
773,query26.sql,tpcds,464088,vanilla,unmod_spark
774,query25.sql,tpcds,1155477,vanilla,unmod_spark
775,query12.sql,tpcds,130665,vanilla,unmod_spark
776,query19.sql,tpcds,573505,vanilla,unmod_spark
777,query13.sql,tpcds,1225824,vanilla,unmod_spark
778,query4.sql,tpcds,2539943,vanilla,unmod_spark
779,query3.sql,tpcds,371676,vanilla,unmod_spark
780,query8.sql,tpcds,424637,vanilla,unmod_spark
781,query2.sql,tpcds,439815,vanilla,unmod_spark
782,query15.sql,tpcds,185120,vanilla,unmod_spark
783,query1.sql,tpcds,75962,vanilla,unmod_spark
784,query36.sql,tpcds,663481,vanilla,unmod_spark
785,query49.sql,tpcds,1732538,vanilla,unmod_spark
786,query52.sql,tpcds,491987,vanilla,unmod_spark
787,query31.sql,tpcds,1138034,vanilla,unmod_spark
788,query35.sql,tpcds,546687,vanilla,unmod_spark
789,query37.sql,tpcds,173656,vanilla,unmod_spark
790,query29.sql,tpcds,1223221,vanilla,unmod_spark
791,query50.sql,tpcds,1220211,vanilla,unmod_spark
792,query33.sql,tpcds,1309110,vanilla,unmod_spark
793,query42.sql,tpcds,491963,vanilla,unmod_spark
794,query32.sql,tpcds,491832,vanilla,unmod_spark
795,query43.sql,tpcds,331209,vanilla,unmod_spark
796,query34.sql,tpcds,282688,vanilla,unmod_spark
797,query27.sql,tpcds,994510,vanilla,unmod_spark
798,query38.sql,tpcds,495298,vanilla,unmod_spark
799,query48.sql,tpcds,837705,vanilla,unmod_spark
800,query44.sql,tpcds,2429457,vanilla,unmod_spark
801,query46.sql,tpcds,768245,vanilla,unmod_spark
802,query64.sql,tpcds,2697695,vanilla,unmod_spark
803,query58.sql,tpcds,914908,vanilla,unmod_spark
804,query71.sql,tpcds,940549,vanilla,unmod_spark
805,query65.sql,tpcds,1112569,vanilla,unmod_spark
806,query54.sql,tpcds,561474,vanilla,unmod_spark
807,query76.sql,tpcds,835485,vanilla,unmod_spark
808,query72.sql,tpcds,375529,vanilla,unmod_spark
809,query73.sql,tpcds,285121,vanilla,unmod_spark
810,query17.sql,tpcds,1120606,vanilla,unmod_spark
811,query20.sql,tpcds,206945,vanilla,unmod_spark
812,query22.sql,tpcds,44702,vanilla,unmod_spark
813,query11.sql,tpcds,1580840,vanilla,unmod_spark
814,query5.sql,tpcds,1726772,vanilla,unmod_spark
815,query6.sql,tpcds,329349,vanilla,unmod_spark
816,query18.sql,tpcds,734091,vanilla,unmod_spark
817,query7.sql,tpcds,1025232,vanilla,unmod_spark
818,query21.sql,tpcds,43938,vanilla,unmod_spark
819,query10.sql,tpcds,453248,vanilla,unmod_spark
820,query9.sql,tpcds,4364345,vanilla,unmod_spark
821,query16.sql,tpcds,724194,vanilla,unmod_spark
822,query26.sql,tpcds,453599,vanilla,unmod_spark
823,query25.sql,tpcds,1151579,vanilla,unmod_spark
824,query12.sql,tpcds,131254,vanilla,unmod_spark
825,query19.sql,tpcds,570424,vanilla,unmod_spark
826,query13.sql,tpcds,1203076,vanilla,unmod_spark
827,query4.sql,tpcds,2594914,vanilla,unmod_spark
828,query3.sql,tpcds,392198,vanilla,unmod_spark
829,query8.sql,tpcds,438447,vanilla,unmod_spark
830,query2.sql,tpcds,434872,vanilla,unmod_spark
831,query15.sql,tpcds,183426,vanilla,unmod_spark
832,query1.sql,tpcds,73849,vanilla,unmod_spark
833,query36.sql,tpcds,714205,vanilla,unmod_spark
834,query49.sql,tpcds,1725814,vanilla,unmod_spark
835,query52.sql,tpcds,474651,vanilla,unmod_spark
836,query31.sql,tpcds,1147363,vanilla,unmod_spark
837,query35.sql,tpcds,580639,vanilla,unmod_spark
838,query37.sql,tpcds,176312,vanilla,unmod_spark
839,query29.sql,tpcds,1127573,vanilla,unmod_spark
840,query50.sql,tpcds,1164522,vanilla,unmod_spark
841,query33.sql,tpcds,1416262,vanilla,unmod_spark
842,query42.sql,tpcds,517311,vanilla,unmod_spark
843,query32.sql,tpcds,446568,vanilla,unmod_spark
844,query43.sql,tpcds,340121,vanilla,unmod_spark
845,query34.sql,tpcds,276840,vanilla,unmod_spark
846,query27.sql,tpcds,959826,vanilla,unmod_spark
847,query38.sql,tpcds,571213,vanilla,unmod_spark
848,query48.sql,tpcds,859399,vanilla,unmod_spark
849,query44.sql,tpcds,2013888,vanilla,unmod_spark
850,query46.sql,tpcds,761216,vanilla,unmod_spark
851,query64.sql,tpcds,2561564,vanilla,unmod_spark
852,query58.sql,tpcds,935385,vanilla,unmod_spark
853,query71.sql,tpcds,774365,vanilla,unmod_spark
854,query65.sql,tpcds,1033474,vanilla,unmod_spark
855,query54.sql,tpcds,584641,vanilla,unmod_spark
856,query76.sql,tpcds,808327,vanilla,unmod_spark
857,query72.sql,tpcds,311020,vanilla,unmod_spark
858,query73.sql,tpcds,283617,vanilla,unmod_spark
859,query66.sql,tpcds,781756,vanilla,unmod_spark
860,query59.sql,tpcds,649894,vanilla,unmod_spark
861,query69.sql,tpcds,528207,vanilla,unmod_spark
862,query77.sql,tpcds,1508220,vanilla,unmod_spark
863,query63.sql,tpcds,554772,vanilla,unmod_spark
864,query68.sql,tpcds,1041646,vanilla,unmod_spark
865,query55.sql,tpcds,502213,vanilla,unmod_spark
866,query56.sql,tpcds,1256022,vanilla,unmod_spark
867,query60.sql,tpcds,1152512,vanilla,unmod_spark
868,query75.sql,tpcds,2621929,vanilla,unmod_spark
869,query57.sql,tpcds,506641,vanilla,unmod_spark
870,query78.sql,tpcds,2143086,vanilla,unmod_spark
871,query62.sql,tpcds,52829,vanilla,unmod_spark
872,query74.sql,tpcds,1631363,vanilla,unmod_spark
873,query53.sql,tpcds,563926,vanilla,unmod_spark
874,query85.sql,tpcds,278555,vanilla,unmod_spark
875,query83.sql,tpcds,63205,vanilla,unmod_spark
876,query92.sql,tpcds,107060,vanilla,unmod_spark
877,query104.sql,tpcds,546554,vanilla,unmod_spark
878,query93.sql,tpcds,1810691,vanilla,unmod_spark
879,query131.sql,tpcds,59150,vanilla,unmod_spark
880,query112.sql,tpcds,164764,vanilla,unmod_spark
881,query121.sql,tpcds,51812,vanilla,unmod_spark
882,query115.sql,tpcds,188435,vanilla,unmod_spark
883,query108.sql,tpcds,130457,vanilla,unmod_spark
884,query125.sql,tpcds,16825,vanilla,unmod_spark
885,query116.sql,tpcds,220085,vanilla,unmod_spark
886,query130.sql,tpcds,52916,vanilla,unmod_spark
887,query114.sql,tpcds,170880,vanilla,unmod_spark
888,query129.sql,tpcds,28933,vanilla,unmod_spark
889,query109.sql,tpcds,120190,vanilla,unmod_spark
890,query126.sql,tpcds,10589,vanilla,unmod_spark
891,query118.sql,tpcds,194599,vanilla,unmod_spark
892,query117.sql,tpcds,186828,vanilla,unmod_spark
893,query120.sql,tpcds,51916,vanilla,unmod_spark
894,query122.sql,tpcds,3996,vanilla,unmod_spark
895,query123.sql,tpcds,4844,vanilla,unmod_spark
896,query128.sql,tpcds,53602,vanilla,unmod_spark
897,query107.sql,tpcds,544245,vanilla,unmod_spark
898,query124.sql,tpcds,13880,vanilla,unmod_spark
899,query113.sql,tpcds,144006,vanilla,unmod_spark
900,query111.sql,tpcds,129324,vanilla,unmod_spark
901,query106.sql,tpcds,545860,vanilla,unmod_spark
902,query110.sql,tpcds,117281,vanilla,unmod_spark
903,query127.sql,tpcds,16786,vanilla,unmod_spark
904,query105.sql,tpcds,509055,vanilla,unmod_spark
905,query119.sql,tpcds,300116,vanilla,unmod_spark
906,query17.sql,tpcds,1196197,vanilla,unmod_spark
907,query20.sql,tpcds,171516,vanilla,unmod_spark
908,query22.sql,tpcds,43508,vanilla,unmod_spark
909,query11.sql,tpcds,1678622,vanilla,unmod_spark
910,query5.sql,tpcds,1607585,vanilla,unmod_spark
911,query6.sql,tpcds,324292,vanilla,unmod_spark
912,query18.sql,tpcds,732265,vanilla,unmod_spark
913,query7.sql,tpcds,1021018,vanilla,unmod_spark
914,query21.sql,tpcds,43269,vanilla,unmod_spark
915,query10.sql,tpcds,491599,vanilla,unmod_spark
916,query9.sql,tpcds,4021540,vanilla,unmod_spark
917,query16.sql,tpcds,653767,vanilla,unmod_spark
918,query26.sql,tpcds,457384,vanilla,unmod_spark
919,query25.sql,tpcds,1151892,vanilla,unmod_spark
920,query12.sql,tpcds,131907,vanilla,unmod_spark
921,query19.sql,tpcds,567942,vanilla,unmod_spark
922,query13.sql,tpcds,1216084,vanilla,unmod_spark
923,query4.sql,tpcds,2554753,vanilla,unmod_spark
924,query3.sql,tpcds,382022,vanilla,unmod_spark
925,query8.sql,tpcds,436531,vanilla,unmod_spark
926,query2.sql,tpcds,432335,vanilla,unmod_spark
927,query15.sql,tpcds,181395,vanilla,unmod_spark
928,query1.sql,tpcds,73585,vanilla,unmod_spark
929,query36.sql,tpcds,734987,vanilla,unmod_spark
930,query49.sql,tpcds,1754251,vanilla,unmod_spark
931,query52.sql,tpcds,534607,vanilla,unmod_spark
932,query31.sql,tpcds,1125226,vanilla,unmod_spark
933,query35.sql,tpcds,560830,vanilla,unmod_spark
934,query37.sql,tpcds,172830,vanilla,unmod_spark
935,query29.sql,tpcds,1144967,vanilla,unmod_spark
936,query50.sql,tpcds,1182019,vanilla,unmod_spark
937,query33.sql,tpcds,1359380,vanilla,unmod_spark
938,query42.sql,tpcds,487641,vanilla,unmod_spark
939,query32.sql,tpcds,432678,vanilla,unmod_spark
940,query43.sql,tpcds,336426,vanilla,unmod_spark
941,query34.sql,tpcds,279011,vanilla,unmod_spark
942,query27.sql,tpcds,935766,vanilla,unmod_spark
943,query38.sql,tpcds,345603,vanilla,unmod_spark
944,query48.sql,tpcds,875734,vanilla,unmod_spark
945,query40.sql,tpcds,633511,vanilla,unmod_spark
946,query44.sql,tpcds,1961162,vanilla,unmod_spark
947,query46.sql,tpcds,728667,vanilla,unmod_spark
948,query64.sql,tpcds,2688286,vanilla,unmod_spark
949,query58.sql,tpcds,926607,vanilla,unmod_spark
950,query71.sql,tpcds,883783,vanilla,unmod_spark
951,query65.sql,tpcds,1137906,vanilla,unmod_spark
952,query54.sql,tpcds,574194,vanilla,unmod_spark
953,query76.sql,tpcds,901599,vanilla,unmod_spark
954,query72.sql,tpcds,338938,vanilla,unmod_spark
955,query73.sql,tpcds,276494,vanilla,unmod_spark
956,query66.sql,tpcds,776877,vanilla,unmod_spark
957,query59.sql,tpcds,650659,vanilla,unmod_spark
958,query69.sql,tpcds,449335,vanilla,unmod_spark
959,query77.sql,tpcds,1547040,vanilla,unmod_spark
960,query63.sql,tpcds,573743,vanilla,unmod_spark
961,query68.sql,tpcds,1027891,vanilla,unmod_spark
962,query55.sql,tpcds,512750,vanilla,unmod_spark
963,query56.sql,tpcds,1270014,vanilla,unmod_spark
964,query60.sql,tpcds,1273343,vanilla,unmod_spark
965,query75.sql,tpcds,2486512,vanilla,unmod_spark
966,query57.sql,tpcds,666598,vanilla,unmod_spark
967,query85.sql,tpcds,279994,vanilla,unmod_spark
968,query83.sql,tpcds,60819,vanilla,unmod_spark
969,query92.sql,tpcds,83802,vanilla,unmod_spark
970,query104.sql,tpcds,530602,vanilla,unmod_spark
971,query87.sql,tpcds,455268,vanilla,unmod_spark
972,query82.sql,tpcds,286030,vanilla,unmod_spark
973,query98.sql,tpcds,459615,vanilla,unmod_spark
974,query94.sql,tpcds,282803,vanilla,unmod_spark
975,query101.sql,tpcds,541229,vanilla,unmod_spark
976,query99.sql,tpcds,131092,vanilla,unmod_spark
977,query86.sql,tpcds,162706,vanilla,unmod_spark
978,query102.sql,tpcds,497232,vanilla,unmod_spark
979,query103.sql,tpcds,458336,vanilla,unmod_spark
980,query81.sql,tpcds,64325,vanilla,unmod_spark
981,query91.sql,tpcds,14874,vanilla,unmod_spark
982,query96.sql,tpcds,168191,vanilla,unmod_spark
983,query84.sql,tpcds,35633,vanilla,unmod_spark
984,query89.sql,tpcds,560297,vanilla,unmod_spark
985,query97.sql,tpcds,570164,vanilla,unmod_spark
986,query80.sql,tpcds,2004871,vanilla,unmod_spark
987,query79.sql,tpcds,785553,vanilla,unmod_spark
988,query131.sql,tpcds,59923,vanilla,unmod_spark
